Frame ID,3D_X,3D_Y,Class ID,Position ID
2,-9.301264642893123,3850.3149386461437,person,1
3,-6.920067772826311,3808.2676965521573,person,1
4,-8.5947618186834,3766.489719520477,person,1
5,-11.27542688627634,3766.2537885237484,person,1
6,-13.413941581654749,3779.8753476354764,person,1
7,-15.296819816402447,3765.8998572349374,person,1
8,-13.158814237571177,3752.34604252895,person,1
9,-12.070194983637231,3779.9933414118905,person,1
10,-9.38286069882627,3780.2293150107985,person,1
11,-4.153838463245426,3712.3213196235956,person,1
12,-0.1729070802180769,3712.6748761878957,person,1
13,1.906668446761698,3699.386588196947,person,1
14,10.978064281105757,3607.697278578582,person,1
15,10.978064281105757,3607.697278578582,person,1
16,14.172457978598361,3621.009370528798,person,1
17,13.460288197925838,3634.031210188404,person,1
18,16.07473313573468,3634.266469267516,person,1
19,16.884396823365662,3595.270166457371,person,1
20,24.801438010180853,3544.7613907156024,person,1
21,32.59650431045249,3470.431169907997,person,1
22,38.30060821172383,3410.0106907515114,person,1
23,40.78451262398812,3362.4862974109606,person,1
24,38.30528947222453,3315.3582872339703,person,1
25,29.69695943344876,3314.5431201093124,person,1
26,28.601986144306693,3245.6547620329825,person,1
27,21.39665535231816,3222.4415145419193,person,1
28,13.596669030397711,3210.504117667731,person,1
29,5.3010593658116365,3187.474680008283,person,1
30,-1.905461139077355,3186.7790657777937,person,1
31,-8.409191199623091,3175.1066972864096,person,1
32,-14.403723099887577,3174.5270998388264,person,1
33,-16.323075128648767,3185.387395906873,person,1
34,-19.92843168283842,3185.0393864446946,person,1
35,-25.478447246896753,3195.5998265838293,person,1
36,-28.342413417082515,3184.227221208304,person,1
37,-33.46915766781143,3205.9764095875043,person,1
38,-36.75847212462467,3183.41485549067,person,1
39,-36.099579728569466,3139.571802259209,person,1
40,-36.96117382298188,3117.820989578092,person,1
41,-38.23964059718886,3085.546289107019,person,1
42,-34.50170492557316,3033.2483563302444,person,1
43,-28.252547028919054,2962.005850458188,person,1
44,-21.054041968181835,2892.960348631692,person,1
45,-11.832086274310504,2826.1337396805857,person,1
46,-6.07219871262836,2807.717816970003,person,1
47,0.8989870289018079,2770.8896011971883,person,1
48,5.438965441334578,2752.813577529762,person,1
49,8.120037715187886,2762.3413879432046,person,1
50,14.11534500207566,2772.246014498646,person,1
51,19.187658937981084,2745.015118799577,person,1
52,22.98637292952271,2754.6192664138134,person,1
53,25.753125121535042,2745.6916156749335,person,1
54,26.847246483191167,2745.804352480169,person,1
55,26.847246483191167,2745.804352480169,person,1
56,30.754806409641915,2700.6982544537304,person,1
57,33.55209586483038,2621.3169247137566,person,1
58,36.23461590427402,2578.537228278831,person,1
59,34.67674656852514,2552.9333449511755,person,1
60,32.6498107326638,2502.7091919092663,person,1
61,27.105747546874113,2445.192739411259,person,1
62,19.07339107834074,2412.4637601219074,person,1
63,9.485265805620708,2403.5355102697004,person,1
64,-0.6485905738862181,2402.440702410823,person,1
65,-10.187828840703077,2393.543656816438,person,1
66,-17.883064785520723,2400.5787816272714,person,1
67,-18.68404522479769,2384.7864855640455,person,1
68,-20.704735406434022,2384.567715470748,person,1
69,-25.756984933556325,2384.0207334987203,person,1
70,-28.025062659644288,2399.483094204685,person,1
71,-30.68994278502215,2407.0933584581007,person,1
72,-30.809983269593445,2383.473670456869,person,1
73,-32.83139230779555,2383.2548225365413,person,1
74,-32.30566264286597,2352.2406242650136,person,1
75,-31.162231956547693,2314.1636862924547,person,1
76,-25.635159204597755,2247.736884156431,person,1
77,-20.452949814729863,2162.234661604452,person,1
78,-16.996028150262543,2120.9309996666575,person,1
79,-11.736338140975871,2080.6947122596453,person,1
80,-8.600412666337526,2054.2967435697774,person,1
81,-0.6202242581319585,2002.7840053159723,person,1
82,3.2890846672062413,1977.5491114609413,person,1
83,7.650133798542597,1946.4286095772038,person,1
84,10.052048002254518,1927.984099047888,person,1
85,16.009853226476203,1910.1353571961167,person,1
86,16.34779325036073,1928.7081953663687,person,1
87,20.48398943128144,1910.6511605914575,person,1
88,24.110358229483754,1898.8158605510678,person,1
89,30.405402782331013,1875.2774168338453,person,1
90,32.66770079911366,1845.6492838023119,person,1
91,34.89364045597802,1816.4973171805389,person,1
92,36.66686281844384,1759.274271835732,person,1
93,39.22521619108874,1682.1503667076818,person,1
94,35.07227877481395,1638.8943646153914,person,1
95,28.072820848883183,1622.2889004848507,person,1
96,22.056777579523718,1585.3208224961716,person,1
97,14.618675800163734,1538.9205078288135,person,1
98,5.433474842360185,1488.6422844621738,person,1
99,-4.521336946502523,1458.6098411812116,person,1
100,-25.096161981322556,1544.1392020203273,person,1
101,-26.104274313610183,1451.222557180204,person,1
102,-29.549200741564576,1408.5986267399137,person,1
103,-31.76833867118639,1385.3437735903162,person,1
104,-35.90845053689928,1380.2770691716044,person,1
105,-38.004567166472874,1370.9418032668273,person,1
106,-40.583680699801235,1366.1045439196423,person,1
107,-44.38919995588637,1379.2342128232845,person,1
108,-45.69299708153715,1369.995353075849,person,1
109,-43.00456737195523,1325.6921998591554,person,1
110,-37.3141537257699,1249.110732960202,person,1
111,-25.716175004132726,1141.4708383615673,person,1
112,-28.661809643465947,1129.4504527150375,person,1
113,-26.39401668368311,1091.5619446737073,person,1
114,-15.198316499068993,1001.7230839229686,person,1
115,-5.5987109486402105,954.2970779804658,person,1
116,-1.2121099931935404,951.4523932893561,person,1
117,4.742348351664203,928.57393011992,person,1
118,9.871487164431962,912.5927774182483,person,1
119,14.88167106704708,903.352597387992,person,1
120,18.901049935788233,890.7983605533848,person,1
121,22.194956196639392,884.7359840636154,person,1
122,23.80074799081004,888.187043621684,person,1
123,24.626189199669554,917.8220616027066,person,1
124,29.92475459294043,905.309067699156,person,1
125,36.48310423325184,880.139204491281,person,1
126,44.484979204193614,839.9408779876918,person,1
127,52.02752805679115,759.1719035162688,person,1
128,51.728546958330895,701.7311089615382,person,1
129,48.06126206525407,690.066718166519,person,1
130,40.862325300804244,711.562155326801,person,1
131,36.61278658918717,710.997294227377,person,1
132,33.61019603126608,693.7180379231955,person,1
133,31.568868621369155,668.541800615206,person,1
134,27.69866425230805,665.2879948024938,person,1
135,20.97166694782474,645.3952450313177,person,1
136,20.575049374536363,618.7036009897156,person,1
137,25.486483087307814,577.9159820445341,person,1
138,33.68151381862531,514.58857329788,person,1
139,37.893823044724705,479.534741653104,person,1
140,36.22917644555919,488.7019340157707,person,1
141,31.137128813208367,521.5013293245213,person,1
142,37.34209897919702,479.45952887050873,person,1
143,43.57956040307835,432.2193928887576,person,1
144,52.625865112728704,370.2596296933734,person,1
145,60.47358833800752,317.6193629314308,person,1
146,62.34226119744909,301.87383735735204,person,1
147,63.90748920132951,284.3698716289571,person,1
148,64.59090339897956,278.623391115824,person,1
149,66.17085088730605,265.33842061819655,person,1
150,65.72151978249003,269.1166161058637,person,1
151,63.35775483878075,280.3952285152332,person,1
152,62.209781992259856,290.00787783000686,person,1
153,61.05105861790959,299.7105476137191,person,1
154,60.859650263835505,305.6466052476495,person,1
155,61.36869157653848,305.7173226005849,person,1
156,60.66716321863182,311.6161158243451,person,1
157,60.94339877459932,313.66071805308866,person,1
158,61.26282267340344,319.7464559485385,person,1
159,61.30565490682948,323.7989978244335,person,1
160,62.053526743234954,321.8775100982456,person,1
161,61.54065658379565,321.8063818237582,person,1
162,61.348649062160206,327.86685982833836,person,1
163,63.72991107627963,312.041331101519,person,1
164,63.49808408713908,314.015321422909,person,1
165,65.2111863784234,308.24600550468006,person,1
166,64.84939984256626,320.2439729937794,person,1
